1085587914258567169	0	anyway thanks for anyone who puts up with my spontaneous personal psychoanalyses i will get back to positive gay content soon
1085608780895870977	2	asians dont deserve happiness
1085616691348819968	1	<user> i say it all the time and is like whatever but tbh those white boots are gay af 😂 😂
1086259383443451905	2	<user> shameless never did anything fr kashmiri pandits and talking of humanity you jihadi funded third grade ngo
1086417563444232194	2	<user> let be honest multiculturalism is just a euphemism for hostile takeover by jews and non whites
1086418898151399424	0	saw a cute white medium size dog in he orchards on 7 th standard and mayer if anyone in shafter is missing their pup
1086430013044543495	0	airpods are cool and all until you lose those hoes every <number> min
1086466931442503680	1	define yourself in one sentence me pagal lover of pakistan n islam now your turn
1086483150707048454	0	<user> trump would melt down like the nazis at the end of raiders of the lost ark
1086492982147072000	0	catch that nigga slipping knock his chest out with that iron
1086493468682141696	0	tomorrow i will continue drawing the loli nazi for sure
1086511235745701888	1	<user> tbh if it wasn ’ t for bigag and pornography we would be stacking bodies so high the negroes would blush
1086527891326685184	0	do not get me wrong i am a hoe for all of them but oof hoseok brings something out of me i never thought i had
1086592848512708608	0	we pray differently guyseu u just cant ask us muslims to lead the prayer inside the classroom
1086628953081741312	0	pigs are heavily discriminated by racist muslims who think pigs are a worthless lifeform while placing themselves above all else
1086634539886264320	0	debating on what shoes i wanna wear for my birthday 🤔
1086658262899011585	1	<user> she a radical islamic terrorist nuff said
1086686146632052737	1	shawty ego so big that hoe said letgomyeggo
1086697861310496768	0	she know a nigga need her 🤧 money man
1086710209341517825	0	<user> how do you distance yourself from nazism but at the same time you speak at their march
1086739334563270658	0	<user> <user> this is what feminazi consider being born again
1086755897903329281	1	<user> t <user> oh no he stood there and grinned what an absolute imbecile you are truly retarded
1086765322487492610	0	<user> <user> plato would have fucking hated jordan peterson
1086775430013583360	1	<user> <user> you ’ re a disgrace and a nazi
1086796746213257217	0	crazy how many people will hate you that don ’ t even know you
1086802165249859591	0	they letting this nigga kuzma do what he want
1086804965186830338	1	“ i don ’ t have to respect women i ’ m gay ” kevin
1086832540407746561	0	why do straight women be after me so hard man
1086836550153973760	1	compliments from women are more appreciated by me than a man compliment bitches be mean so if she says you cute you cute hun
1086843394993909760	0	yo what are my muslim followers going through rn your tweets got me feeling hurt too lmao
1086851431557148672	0	me is a weak bitch
1086912760665927680	0	shoutout to the voltron cosplayers at wagaya i guess
1087045766231732226	1	you fake ass bitches want the realest friends 🐍 🐍
1087056935671586817	0	<user> the person who gave me my maga hat is a child of legal mexican immigrants
1087070600697446401	1	eat a taco or somthing and stfu and be happy hoes
1087086480332210176	0	<user> <user> seoham and inseong of knk that clip was from their performance yesterday on the music show sbs inkigayo 👌
1087092876666945543	0	its so gay just want to blast this if u ever see hyunjin
1087112787036434432	1	yall be thinking yall slick posting them damn dates months away bitch we know you pregnant 🙄
1087114213099745281	2	plot twist this niggers been alive the whole time 🤨
1087122450700267523	0	<user> im from the uk and i do <number> so am i american now if so call trump and say another muslim is coming
1087123256023371776	0	<user> do you hate yourself
1087128486295359488	0	bitch what natural flavour is neon blue
1087128922528071681	1	drew brees got hoed
1087129186756673536	0	these niggas lost to cj anderson 😭
1087130490648363009	0	i want to hate you but i can not 😞
